t0_path,t1_path,label,category,original_idx,rotation,sample_id
train/t0/mining_240_t0_rot0.npy,train/t1/mining_240_t1_rot0.npy,0,mining_emergence,14,rot0,mining_240
train/t0/mining_963_t0_rot0.npy,train/t1/mining_963_t1_rot0.npy,0,mining_emergence,15,rot0,mining_963
train/t0/mining_2248_t0_rot0.npy,train/t1/mining_2248_t1_rot0.npy,0,mining_emergence,16,rot0,mining_2248
train/t0/mining_535_t0_rot0.npy,train/t1/mining_535_t1_rot0.npy,0,mining_emergence,17,rot0,mining_535
train/t0/mining_86_t0_rot0.npy,train/t1/mining_86_t1_rot0.npy,0,mining_emergence,18,rot0,mining_86
train/t0/mining_1178_t0_rot0.npy,train/t1/mining_1178_t1_rot0.npy,0,mining_emergence,19,rot0,mining_1178
train/t0/mining_85_t0_rot0.npy,train/t1/mining_85_t1_rot0.npy,0,mining_emergence,20,rot0,mining_85
train/t0/mining_994_t0_rot0.npy,train/t1/mining_994_t1_rot0.npy,0,mining_emergence,21,rot0,mining_994
train/t0/natural_84_t0_rot0.npy,train/t1/natural_84_t1_rot0.npy,2,natural_change,22,rot0,natural_84
train/t0/natural_84_t0_rot90.npy,train/t1/natural_84_t1_rot90.npy,2,natural_change,22,rot90,natural_84
train/t0/natural_84_t0_rot180.npy,train/t1/natural_84_t1_rot180.npy,2,natural_change,22,rot180,natural_84
train/t0/natural_84_t0_rot270.npy,train/t1/natural_84_t1_rot270.npy,2,natural_change,22,rot270,natural_84
train/t0/mining_525_t0_rot0.npy,train/t1/mining_525_t1_rot0.npy,0,mining_emergence,23,rot0,mining_525
train/t0/natural_202_t0_rot0.npy,train/t1/natural_202_t1_rot0.npy,2,natural_change,24,rot0,natural_202
train/t0/natural_202_t0_rot90.npy,train/t1/natural_202_t1_rot90.npy,2,natural_change,24,rot90,natural_202
train/t0/natural_202_t0_rot180.npy,train/t1/natural_202_t1_rot180.npy,2,natural_change,24,rot180,natural_202
train/t0/natural_202_t0_rot270.npy,train/t1/natural_202_t1_rot270.npy,2,natural_change,24,rot270,natural_202
train/t0/mining_1354_t0_rot0.npy,train/t1/mining_1354_t1_rot0.npy,0,mining_emergence,25,rot0,mining_1354
train/t0/mining_1893_t0_rot0.npy,train/t1/mining_1893_t1_rot0.npy,0,mining_emergence,26,rot0,mining_1893
train/t0/human_331_t0_rot0.npy,train/t1/human_331_t1_rot0.npy,1,human_activity,27,rot0,human_331
train/t0/human_331_t0_rot90.npy,train/t1/human_331_t1_rot90.npy,1,human_activity,27,rot90,human_331
train/t0/human_331_t0_rot180.npy,train/t1/human_331_t1_rot180.npy,1,human_activity,27,rot180,human_331
train/t0/human_331_t0_rot270.npy,train/t1/human_331_t1_rot270.npy,1,human_activity,27,rot270,human_331
train/t0/human_331_t0_rot90.npy,train/t1/human_331_t1_rot90.npy,1,human_activity,27,rot90,human_331
train/t0/mining_843_t0_rot0.npy,train/t1/mining_843_t1_rot0.npy,0,mining_emergence,28,rot0,mining_843
train/t0/natural_111_t0_rot0.npy,train/t1/natural_111_t1_rot0.npy,2,natural_change,29,rot0,natural_111
train/t0/natural_111_t0_rot90.npy,train/t1/natural_111_t1_rot90.npy,2,natural_change,29,rot90,natural_111
train/t0/natural_111_t0_rot180.npy,train/t1/natural_111_t1_rot180.npy,2,natural_change,29,rot180,natural_111
train/t0/natural_111_t0_rot270.npy,train/t1/natural_111_t1_rot270.npy,2,natural_change,29,rot270,natural_111
train/t0/human_236_t0_rot0.npy,train/t1/human_236_t1_rot0.npy,1,human_activity,30,rot0,human_236
train/t0/human_236_t0_rot90.npy,train/t1/human_236_t1_rot90.npy,1,human_activity,30,rot90,human_236
train/t0/human_236_t0_rot180.npy,train/t1/human_236_t1_rot180.npy,1,human_activity,30,rot180,human_236
train/t0/human_236_t0_rot270.npy,train/t1/human_236_t1_rot270.npy,1,human_activity,30,rot270,human_236
train/t0/human_236_t0_rot90.npy,train/t1/human_236_t1_rot90.npy,1,human_activity,30,rot90,human_236
train/t0/mining_921_t0_rot0.npy,train/t1/mining_921_t1_rot0.npy,0,mining_emergence,31,rot0,mining_921
train/t0/mining_2233_t0_rot0.npy,train/t1/mining_2233_t1_rot0.npy,0,mining_emergence,32,rot0,mining_2233
train/t0/human_336_t0_rot0.npy,train/t1/human_336_t1_rot0.npy,1,human_activity,33,rot0,human_336
train/t0/human_336_t0_rot90.npy,train/t1/human_336_t1_rot90.npy,1,human_activity,33,rot90,human_336
train/t0/human_336_t0_rot180.npy,train/t1/human_336_t1_rot180.npy,1,human_activity,33,rot180,human_336
train/t0/human_336_t0_rot270.npy,train/t1/human_336_t1_rot270.npy,1,human_activity,33,rot270,human_336
train/t0/human_336_t0_rot90.npy,train/t1/human_336_t1_rot90.npy,1,human_activity,33,rot90,human_336
train/t0/mining_977_t0_rot0.npy,train/t1/mining_977_t1_rot0.npy,0,mining_emergence,34,rot0,mining_977
train/t0/human_147_t0_rot0.npy,train/t1/human_147_t1_rot0.npy,1,human_activity,35,rot0,human_147
train/t0/human_147_t0_rot90.npy,train/t1/human_147_t1_rot90.npy,1,human_activity,35,rot90,human_147
train/t0/human_147_t0_rot180.npy,train/t1/human_147_t1_rot180.npy,1,human_activity,35,rot180,human_147
train/t0/human_147_t0_rot270.npy,train/t1/human_147_t1_rot270.npy,1,human_activity,35,rot270,human_147
train/t0/human_147_t0_rot90.npy,train/t1/human_147_t1_rot90.npy,1,human_activity,35,rot90,human_147
train/t0/mining_449_t0_rot0.npy,train/t1/mining_449_t1_rot0.npy,0,mining_emergence,36,rot0,mining_449
train/t0/mining_818_t0_rot0.npy,train/t1/mining_818_t1_rot0.npy,0,mining_emergence,37,rot0,mining_818
train/t0/mining_2180_t0_rot0.npy,train/t1/mining_2180_t1_rot0.npy,0,mining_emergence,38,rot0,mining_2180
train/t0/natural_173_t0_rot0.npy,train/t1/natural_173_t1_rot0.npy,2,natural_change,39,rot0,natural_173
train/t0/natural_173_t0_rot90.npy,train/t1/natural_173_t1_rot90.npy,2,natural_change,39,rot90,natural_173
train/t0/natural_173_t0_rot180.npy,train/t1/natural_173_t1_rot180.npy,2,natural_change,39,rot180,natural_173
train/t0/natural_173_t0_rot270.npy,train/t1/natural_173_t1_rot270.npy,2,natural_change,39,rot270,natural_173
train/t0/natural_356_t0_rot0.npy,train/t1/natural_356_t1_rot0.npy,2,natural_change,40,rot0,natural_356
train/t0/natural_356_t0_rot90.npy,train/t1/natural_356_t1_rot90.npy,2,natural_change,40,rot90,natural_356
train/t0/natural_356_t0_rot180.npy,train/t1/natural_356_t1_rot180.npy,2,natural_change,40,rot180,natural_356
train/t0/natural_356_t0_rot270.npy,train/t1/natural_356_t1_rot270.npy,2,natural_change,40,rot270,natural_356
train/t0/mining_1445_t0_rot0.npy,train/t1/mining_1445_t1_rot0.npy,0,mining_emergence,41,rot0,mining_1445
train/t0/mining_1154_t0_rot0.npy,train/t1/mining_1154_t1_rot0.npy,0,mining_emergence,42,rot0,mining_1154
train/t0/natural_102_t0_rot0.npy,train/t1/natural_102_t1_rot0.npy,2,natural_change,43,rot0,natural_102
train/t0/natural_102_t0_rot90.npy,train/t1/natural_102_t1_rot90.npy,2,natural_change,43,rot90,natural_102
train/t0/natural_102_t0_rot180.npy,train/t1/natural_102_t1_rot180.npy,2,natural_change,43,rot180,natural_102
train/t0/natural_102_t0_rot270.npy,train/t1/natural_102_t1_rot270.npy,2,natural_change,43,rot270,natural_102
train/t0/natural_250_t0_rot0.npy,train/t1/natural_250_t1_rot0.npy,2,natural_change,44,rot0,natural_250
train/t0/natural_250_t0_rot90.npy,train/t1/natural_250_t1_rot90.npy,2,natural_change,44,rot90,natural_250
train/t0/natural_250_t0_rot180.npy,train/t1/natural_250_t1_rot180.npy,2,natural_change,44,rot180,natural_250
train/t0/natural_250_t0_rot270.npy,train/t1/natural_250_t1_rot270.npy,2,natural_change,44,rot270,natural_250
train/t0/mining_0_t0_rot0.npy,train/t1/mining_0_t1_rot0.npy,0,mining_emergence,45,rot0,mining_0
train/t0/natural_241_t0_rot0.npy,train/t1/natural_241_t1_rot0.npy,2,natural_change,46,rot0,natural_241
train/t0/natural_241_t0_rot90.npy,train/t1/natural_241_t1_rot90.npy,2,natural_change,46,rot90,natural_241
train/t0/natural_241_t0_rot180.npy,train/t1/natural_241_t1_rot180.npy,2,natural_change,46,rot180,natural_241
train/t0/natural_241_t0_rot270.npy,train/t1/natural_241_t1_rot270.npy,2,natural_change,46,rot270,natural_241
train/t0/mining_460_t0_rot0.npy,train/t1/mining_460_t1_rot0.npy,0,mining_emergence,47,rot0,mining_460
train/t0/mining_2080_t0_rot0.npy,train/t1/mining_2080_t1_rot0.npy,0,mining_emergence,48,rot0,mining_2080
train/t0/mining_932_t0_rot0.npy,train/t1/mining_932_t1_rot0.npy,0,mining_emergence,49,rot0,mining_932
train/t0/mining_834_t0_rot0.npy,train/t1/mining_834_t1_rot0.npy,0,mining_emergence,50,rot0,mining_834
train/t0/human_84_t0_rot0.npy,train/t1/human_84_t1_rot0.npy,1,human_activity,51,rot0,human_84
train/t0/human_84_t0_rot90.npy,train/t1/human_84_t1_rot90.npy,1,human_activity,51,rot90,human_84
train/t0/human_84_t0_rot180.npy,train/t1/human_84_t1_rot180.npy,1,human_activity,51,rot180,human_84
train/t0/human_84_t0_rot270.npy,train/t1/human_84_t1_rot270.npy,1,human_activity,51,rot270,human_84
train/t0/human_84_t0_rot90.npy,train/t1/human_84_t1_rot90.npy,1,human_activity,51,rot90,human_84
train/t0/mining_942_t0_rot0.npy,train/t1/mining_942_t1_rot0.npy,0,mining_emergence,52,rot0,mining_942
train/t0/natural_315_t0_rot0.npy,train/t1/natural_315_t1_rot0.npy,2,natural_change,53,rot0,natural_315
train/t0/natural_315_t0_rot90.npy,train/t1/natural_315_t1_rot90.npy,2,natural_change,53,rot90,natural_315
train/t0/natural_315_t0_rot180.npy,train/t1/natural_315_t1_rot180.npy,2,natural_change,53,rot180,natural_315
train/t0/natural_315_t0_rot270.npy,train/t1/natural_315_t1_rot270.npy,2,natural_change,53,rot270,natural_315
train/t0/mining_409_t0_rot0.npy,train/t1/mining_409_t1_rot0.npy,0,mining_emergence,54,rot0,mining_409
train/t0/mining_506_t0_rot0.npy,train/t1/mining_506_t1_rot0.npy,0,mining_emergence,55,rot0,mining_506
train/t0/natural_151_t0_rot0.npy,train/t1/natural_151_t1_rot0.npy,2,natural_change,56,rot0,natural_151
train/t0/natural_151_t0_rot90.npy,train/t1/natural_151_t1_rot90.npy,2,natural_change,56,rot90,natural_151
train/t0/natural_151_t0_rot180.npy,train/t1/natural_151_t1_rot180.npy,2,natural_change,56,rot180,natural_151
train/t0/natural_151_t0_rot270.npy,train/t1/natural_151_t1_rot270.npy,2,natural_change,56,rot270,natural_151
train/t0/natural_79_t0_rot0.npy,train/t1/natural_79_t1_rot0.npy,2,natural_change,57,rot0,natural_79
train/t0/natural_79_t0_rot90.npy,train/t1/natural_79_t1_rot90.npy,2,natural_change,57,rot90,natural_79
train/t0/natural_79_t0_rot180.npy,train/t1/natural_79_t1_rot180.npy,2,natural_change,57,rot180,natural_79
train/t0/natural_79_t0_rot270.npy,train/t1/natural_79_t1_rot270.npy,2,natural_change,57,rot270,natural_79
train/t0/natural_412_t0_rot0.npy,train/t1/natural_412_t1_rot0.npy,2,natural_change,58,rot0,natural_412
train/t0/natural_412_t0_rot90.npy,train/t1/natural_412_t1_rot90.npy,2,natural_change,58,rot90,natural_412
train/t0/natural_412_t0_rot180.npy,train/t1/natural_412_t1_rot180.npy,2,natural_change,58,rot180,natural_412
train/t0/natural_412_t0_rot270.npy,train/t1/natural_412_t1_rot270.npy,2,natural_change,58,rot270,natural_412
train/t0/mining_1563_t0_rot0.npy,train/t1/mining_1563_t1_rot0.npy,0,mining_emergence,59,rot0,mining_1563
train/t0/mining_167_t0_rot0.npy,train/t1/mining_167_t1_rot0.npy,0,mining_emergence,60,rot0,mining_167
train/t0/natural_49_t0_rot0.npy,train/t1/natural_49_t1_rot0.npy,2,natural_change,61,rot0,natural_49
train/t0/natural_49_t0_rot90.npy,train/t1/natural_49_t1_rot90.npy,2,natural_change,61,rot90,natural_49
train/t0/natural_49_t0_rot180.npy,train/t1/natural_49_t1_rot180.npy,2,natural_change,61,rot180,natural_49
train/t0/natural_49_t0_rot270.npy,train/t1/natural_49_t1_rot270.npy,2,natural_change,61,rot270,natural_49
train/t0/human_46_t0_rot0.npy,train/t1/human_46_t1_rot0.npy,1,human_activity,62,rot0,human_46
train/t0/human_46_t0_rot90.npy,train/t1/human_46_t1_rot90.npy,1,human_activity,62,rot90,human_46
train/t0/human_46_t0_rot180.npy,train/t1/human_46_t1_rot180.npy,1,human_activity,62,rot180,human_46
train/t0/human_46_t0_rot270.npy,train/t1/human_46_t1_rot270.npy,1,human_activity,62,rot270,human_46
train/t0/human_46_t0_rot90.npy,train/t1/human_46_t1_rot90.npy,1,human_activity,62,rot90,human_46
train/t0/natural_40_t0_rot0.npy,train/t1/natural_40_t1_rot0.npy,2,natural_change,63,rot0,natural_40
train/t0/natural_40_t0_rot90.npy,train/t1/natural_40_t1_rot90.npy,2,natural_change,63,rot90,natural_40
train/t0/natural_40_t0_rot180.npy,train/t1/natural_40_t1_rot180.npy,2,natural_change,63,rot180,natural_40
train/t0/natural_40_t0_rot270.npy,train/t1/natural_40_t1_rot270.npy,2,natural_change,63,rot270,natural_40
train/t0/human_45_t0_rot0.npy,train/t1/human_45_t1_rot0.npy,1,human_activity,64,rot0,human_45
train/t0/human_45_t0_rot90.npy,train/t1/human_45_t1_rot90.npy,1,human_activity,64,rot90,human_45
train/t0/human_45_t0_rot180.npy,train/t1/human_45_t1_rot180.npy,1,human_activity,64,rot180,human_45
train/t0/human_45_t0_rot270.npy,train/t1/human_45_t1_rot270.npy,1,human_activity,64,rot270,human_45
train/t0/human_45_t0_rot90.npy,train/t1/human_45_t1_rot90.npy,1,human_activity,64,rot90,human_45
train/t0/mining_1222_t0_rot0.npy,train/t1/mining_1222_t1_rot0.npy,0,mining_emergence,65,rot0,mining_1222
train/t0/human_325_t0_rot0.npy,train/t1/human_325_t1_rot0.npy,1,human_activity,66,rot0,human_325
train/t0/human_325_t0_rot90.npy,train/t1/human_325_t1_rot90.npy,1,human_activity,66,rot90,human_325
train/t0/human_325_t0_rot180.npy,train/t1/human_325_t1_rot180.npy,1,human_activity,66,rot180,human_325
train/t0/human_325_t0_rot270.npy,train/t1/human_325_t1_rot270.npy,1,human_activity,66,rot270,human_325
train/t0/human_325_t0_rot90.npy,train/t1/human_325_t1_rot90.npy,1,human_activity,66,rot90,human_325
train/t0/mining_1881_t0_rot0.npy,train/t1/mining_1881_t1_rot0.npy,0,mining_emergence,67,rot0,mining_1881
train/t0/natural_326_t0_rot0.npy,train/t1/natural_326_t1_rot0.npy,2,natural_change,68,rot0,natural_326
train/t0/natural_326_t0_rot90.npy,train/t1/natural_326_t1_rot90.npy,2,natural_change,68,rot90,natural_326
train/t0/natural_326_t0_rot180.npy,train/t1/natural_326_t1_rot180.npy,2,natural_change,68,rot180,natural_326
train/t0/natural_326_t0_rot270.npy,train/t1/natural_326_t1_rot270.npy,2,natural_change,68,rot270,natural_326
train/t0/mining_389_t0_rot0.npy,train/t1/mining_389_t1_rot0.npy,0,mining_emergence,69,rot0,mining_389
train/t0/mining_481_t0_rot0.npy,train/t1/mining_481_t1_rot0.npy,0,mining_emergence,70,rot0,mining_481
train/t0/natural_302_t0_rot0.npy,train/t1/natural_302_t1_rot0.npy,2,natural_change,71,rot0,natural_302
train/t0/natural_302_t0_rot90.npy,train/t1/natural_302_t1_rot90.npy,2,natural_change,71,rot90,natural_302
train/t0/natural_302_t0_rot180.npy,train/t1/natural_302_t1_rot180.npy,2,natural_change,71,rot180,natural_302
train/t0/natural_302_t0_rot270.npy,train/t1/natural_302_t1_rot270.npy,2,natural_change,71,rot270,natural_302
train/t0/mining_63_t0_rot0.npy,train/t1/mining_63_t1_rot0.npy,0,mining_emergence,72,rot0,mining_63
train/t0/mining_488_t0_rot0.npy,train/t1/mining_488_t1_rot0.npy,0,mining_emergence,73,rot0,mining_488
train/t0/mining_732_t0_rot0.npy,train/t1/mining_732_t1_rot0.npy,0,mining_emergence,74,rot0,mining_732
train/t0/mining_990_t0_rot0.npy,train/t1/mining_990_t1_rot0.npy,0,mining_emergence,75,rot0,mining_990
train/t0/mining_1259_t0_rot0.npy,train/t1/mining_1259_t1_rot0.npy,0,mining_emergence,76,rot0,mining_1259
train/t0/natural_402_t0_rot0.npy,train/t1/natural_402_t1_rot0.npy,2,natural_change,77,rot0,natural_402
train/t0/natural_402_t0_rot90.npy,train/t1/natural_402_t1_rot90.npy,2,natural_change,77,rot90,natural_402
train/t0/natural_402_t0_rot180.npy,train/t1/natural_402_t1_rot180.npy,2,natural_change,77,rot180,natural_402
train/t0/natural_402_t0_rot270.npy,train/t1/natural_402_t1_rot270.npy,2,natural_change,77,rot270,natural_402
train/t0/mining_1159_t0_rot0.npy,train/t1/mining_1159_t1_rot0.npy,0,mining_emergence,78,rot0,mining_1159
train/t0/natural_425_t0_rot0.npy,train/t1/natural_425_t1_rot0.npy,2,natural_change,79,rot0,natural_425
train/t0/natural_425_t0_rot90.npy,train/t1/natural_425_t1_rot90.npy,2,natural_change,79,rot90,natural_425
train/t0/natural_425_t0_rot180.npy,train/t1/natural_425_t1_rot180.npy,2,natural_change,79,rot180,natural_425
train/t0/natural_425_t0_rot270.npy,train/t1/natural_425_t1_rot270.npy,2,natural_change,79,rot270,natural_425
train/t0/mining_2232_t0_rot0.npy,train/t1/mining_2232_t1_rot0.npy,0,mining_emergence,80,rot0,mining_2232
train/t0/mining_677_t0_rot0.npy,train/t1/mining_677_t1_rot0.npy,0,mining_emergence,81,rot0,mining_677
train/t0/mining_208_t0_rot0.npy,train/t1/mining_208_t1_rot0.npy,0,mining_emergence,82,rot0,mining_208
train/t0/natural_195_t0_rot0.npy,train/t1/natural_195_t1_rot0.npy,2,natural_change,83,rot0,natural_195
train/t0/natural_195_t0_rot90.npy,train/t1/natural_195_t1_rot90.npy,2,natural_change,83,rot90,natural_195
train/t0/natural_195_t0_rot180.npy,train/t1/natural_195_t1_rot180.npy,2,natural_change,83,rot180,natural_195
train/t0/natural_195_t0_rot270.npy,train/t1/natural_195_t1_rot270.npy,2,natural_change,83,rot270,natural_195
train/t0/natural_203_t0_rot0.npy,train/t1/natural_203_t1_rot0.npy,2,natural_change,84,rot0,natural_203
train/t0/natural_203_t0_rot90.npy,train/t1/natural_203_t1_rot90.npy,2,natural_change,84,rot90,natural_203
train/t0/natural_203_t0_rot180.npy,train/t1/natural_203_t1_rot180.npy,2,natural_change,84,rot180,natural_203
train/t0/natural_203_t0_rot270.npy,train/t1/natural_203_t1_rot270.npy,2,natural_change,84,rot270,natural_203
train/t0/mining_2165_t0_rot0.npy,train/t1/mining_2165_t1_rot0.npy,0,mining_emergence,85,rot0,mining_2165
train/t0/mining_1215_t0_rot0.npy,train/t1/mining_1215_t1_rot0.npy,0,mining_emergence,86,rot0,mining_1215
train/t0/natural_335_t0_rot0.npy,train/t1/natural_335_t1_rot0.npy,2,natural_change,87,rot0,natural_335
train/t0/natural_335_t0_rot90.npy,train/t1/natural_335_t1_rot90.npy,2,natural_change,87,rot90,natural_335
train/t0/natural_335_t0_rot180.npy,train/t1/natural_335_t1_rot180.npy,2,natural_change,87,rot180,natural_335
train/t0/natural_335_t0_rot270.npy,train/t1/natural_335_t1_rot270.npy,2,natural_change,87,rot270,natural_335
train/t0/mining_1023_t0_rot0.npy,train/t1/mining_1023_t1_rot0.npy,0,mining_emergence,88,rot0,mining_1023
train/t0/human_92_t0_rot0.npy,train/t1/human_92_t1_rot0.npy,1,human_activity,89,rot0,human_92
train/t0/human_92_t0_rot90.npy,train/t1/human_92_t1_rot90.npy,1,human_activity,89,rot90,human_92
train/t0/human_92_t0_rot180.npy,train/t1/human_92_t1_rot180.npy,1,human_activity,89,rot180,human_92
train/t0/human_92_t0_rot270.npy,train/t1/human_92_t1_rot270.npy,1,human_activity,89,rot270,human_92
train/t0/human_92_t0_rot90.npy,train/t1/human_92_t1_rot90.npy,1,human_activity,89,rot90,human_92
train/t0/mining_1384_t0_rot0.npy,train/t1/mining_1384_t1_rot0.npy,0,mining_emergence,90,rot0,mining_1384
train/t0/mining_216_t0_rot0.npy,train/t1/mining_216_t1_rot0.npy,0,mining_emergence,91,rot0,mining_216
train/t0/mining_870_t0_rot0.npy,train/t1/mining_870_t1_rot0.npy,0,mining_emergence,92,rot0,mining_870
train/t0/natural_299_t0_rot0.npy,train/t1/natural_299_t1_rot0.npy,2,natural_change,93,rot0,natural_299
train/t0/natural_299_t0_rot90.npy,train/t1/natural_299_t1_rot90.npy,2,natural_change,93,rot90,natural_299
train/t0/natural_299_t0_rot180.npy,train/t1/natural_299_t1_rot180.npy,2,natural_change,93,rot180,natural_299
train/t0/natural_299_t0_rot270.npy,train/t1/natural_299_t1_rot270.npy,2,natural_change,93,rot270,natural_299
train/t0/natural_285_t0_rot0.npy,train/t1/natural_285_t1_rot0.npy,2,natural_change,94,rot0,natural_285
train/t0/natural_285_t0_rot90.npy,train/t1/natural_285_t1_rot90.npy,2,natural_change,94,rot90,natural_285
train/t0/natural_285_t0_rot180.npy,train/t1/natural_285_t1_rot180.npy,2,natural_change,94,rot180,natural_285
train/t0/natural_285_t0_rot270.npy,train/t1/natural_285_t1_rot270.npy,2,natural_change,94,rot270,natural_285
train/t0/mining_297_t0_rot0.npy,train/t1/mining_297_t1_rot0.npy,0,mining_emergence,95,rot0,mining_297
train/t0/mining_833_t0_rot0.npy,train/t1/mining_833_t1_rot0.npy,0,mining_emergence,96,rot0,mining_833
train/t0/mining_1599_t0_rot0.npy,train/t1/mining_1599_t1_rot0.npy,0,mining_emergence,97,rot0,mining_1599
train/t0/human_63_t0_rot0.npy,train/t1/human_63_t1_rot0.npy,1,human_activity,98,rot0,human_63
train/t0/human_63_t0_rot90.npy,train/t1/human_63_t1_rot90.npy,1,human_activity,98,rot90,human_63
train/t0/human_63_t0_rot180.npy,train/t1/human_63_t1_rot180.npy,1,human_activity,98,rot180,human_63
train/t0/human_63_t0_rot270.npy,train/t1/human_63_t1_rot270.npy,1,human_activity,98,rot270,human_63
train/t0/human_63_t0_rot90.npy,train/t1/human_63_t1_rot90.npy,1,human_activity,98,rot90,human_63
train/t0/mining_2340_t0_rot0.npy,train/t1/mining_2340_t1_rot0.npy,0,mining_emergence,99,rot0,mining_2340
train/t0/human_295_t0_rot0.npy,train/t1/human_295_t1_rot0.npy,1,human_activity,100,rot0,human_295
train/t0/human_295_t0_rot90.npy,train/t1/human_295_t1_rot90.npy,1,human_activity,100,rot90,human_295
train/t0/human_295_t0_rot180.npy,train/t1/human_295_t1_rot180.npy,1,human_activity,100,rot180,human_295
train/t0/human_295_t0_rot270.npy,train/t1/human_295_t1_rot270.npy,1,human_activity,100,rot270,human_295
train/t0/human_295_t0_rot90.npy,train/t1/human_295_t1_rot90.npy,1,human_activity,100,rot90,human_295
train/t0/human_339_t0_rot0.npy,train/t1/human_339_t1_rot0.npy,1,human_activity,101,rot0,human_339
train/t0/human_339_t0_rot90.npy,train/t1/human_339_t1_rot90.npy,1,human_activity,101,rot90,human_339
train/t0/human_339_t0_rot180.npy,train/t1/human_339_t1_rot180.npy,1,human_activity,101,rot180,human_339
train/t0/human_339_t0_rot270.npy,train/t1/human_339_t1_rot270.npy,1,human_activity,101,rot270,human_339
train/t0/human_339_t0_rot90.npy,train/t1/human_339_t1_rot90.npy,1,human_activity,101,rot90,human_339
train/t0/mining_192_t0_rot0.npy,train/t1/mining_192_t1_rot0.npy,0,mining_emergence,102,rot0,mining_192
train/t0/mining_3_t0_rot0.npy,train/t1/mining_3_t1_rot0.npy,0,mining_emergence,103,rot0,mining_3
train/t0/natural_434_t0_rot0.npy,train/t1/natural_434_t1_rot0.npy,2,natural_change,104,rot0,natural_434
train/t0/natural_434_t0_rot90.npy,train/t1/natural_434_t1_rot90.npy,2,natural_change,104,rot90,natural_434
train/t0/natural_434_t0_rot180.npy,train/t1/natural_434_t1_rot180.npy,2,natural_change,104,rot180,natural_434
